1597	
39.988345	116.365744
39.988224	116.365711
39.988295	116.365649
39.988332	116.365592
39.988259	116.365604
39.988219	116.365611
39.988265	116.365554
39.988233	116.365579
39.988173	116.365615
39.98824	116.365598
39.988285	116.365577
39.988226	116.365616
39.988226	116.365616
39.988231	116.36561
39.9882	116.365626
39.988166	116.36568
39.98814	116.365756
39.988155	116.365835
39.98814	116.365898
39.988129	116.365968
39.988105	116.366037
39.988091	116.366111
39.988063	116.366169
39.98803	116.366232
39.987989	116.366288
39.987955	116.366366
39.987922	116.366421
39.98788	116.366472
39.987837	116.366515
39.987704	116.366564
39.987656	116.366543
39.987672	116.366458
39.987729	116.366364
39.987756	116.366295
39.987817	116.366184
39.987876	116.366112
39.987917	116.366068
39.987949	116.365999
39.988009	116.36591
39.988042	116.365849
39.988075	116.365769
39.988074	116.365698
39.988107	116.365623
39.988065	116.365568
39.9881	116.3655
39.988132	116.365424
39.988181	116.365339
39.988225	116.365289
39.988274	116.365238
39.987384	116.367382
39.987469	116.367344
39.987518	116.36732
39.987562	116.367304
39.987588	116.367295
39.987557	116.367308
39.98751	116.367318
39.987479	116.367323
39.987543	116.367305
39.987551	116.367314
39.987554	116.367323
39.987596	116.367346
39.987596	116.367388
39.987596	116.367388
39.987597	116.367388
39.987567	116.367405
39.987516	116.367411
39.987457	116.367445
39.987405	116.367467
39.987333	116.367487
39.98728	116.367504
39.987292	116.367501
39.987308	116.367514
39.987682	116.367447
39.987772	116.367425
39.987847	116.36741
39.987854	116.367371
39.987859	116.367332
39.987885	116.36732
39.98786	116.367306
39.987844	116.367293
39.987827	116.367288
39.98783	116.36729
39.98783	116.36729
39.987826	116.367288
39.987737	116.367342
39.987682	116.367379
39.987639	116.367411
39.987602	116.367427
39.987563	116.367405
39.987498	116.367423
39.987432	116.367445
39.987356	116.367451
39.987309	116.367471
39.987208	116.367456
39.987249	116.367433
39.987292	116.367406
39.987395	116.367385
39.987416	116.367354
39.987425	116.367357
39.987418	116.367388
39.98742	116.367381
39.98742	116.367381
39.987416	116.367387
39.987393	116.367409
39.987379	116.367417
39.987347	116.367423
39.987321	116.367428
39.987362	116.367444
39.987373	116.367441
39.987373	116.367441
39.987371	116.367438
39.987372	116.367448
39.987377	116.367457
39.987377	116.367457
39.987373	116.367451
39.98736	116.367363
39.987292	116.367344
39.987208	116.367324
39.987172	116.367282
39.987143	116.367235
39.987134	116.367174
39.987108	116.367118
39.987082	116.367055
39.987022	116.366983
39.986991	116.366902
39.986966	116.366822
39.986949	116.366737
39.986925	116.366648
39.986898	116.366558
39.986877	116.366468
39.986858	116.366375
39.986842	116.366283
39.986831	116.366189
39.986817	116.366093
39.986797	116.365997
39.986756	116.365895
39.986708	116.365802
39.986689	116.365706
39.986678	116.365612
39.986645	116.365528
39.986655	116.365443
39.986658	116.365365
39.986664	116.365296
39.986669	116.365228
39.986674	116.365161
39.986665	116.365093
39.986639	116.365028
39.98662	116.364958
39.986601	116.36489
39.98657	116.36481
39.98653	116.364731
39.986503	116.364649
39.98648	116.36456
39.986461	116.364466
39.986433	116.364379
39.986414	116.364284
39.986394	116.364195
39.986375	116.364109
39.986352	116.364018
39.986331	116.363933
39.986318	116.363851
39.986301	116.363778
39.986283	116.363714
39.98626	116.363656
